word,polar,size,positive,negative
ความ_คิดเห็น,1,1.8611290394183715,0.00018611290394183715,7.242363566651046e-05
รวม_ทั้ง,1,1.8555165622777539,0.00021343222929109766,0.00011502577429386956
โจมตี,-1,1.8531930302901203,2.0489494011945375e-05,0.00018531930302901205
เดือน_ก_ค,-1,1.8531930302901203,3.585661452090441e-05,0.00018531930302901205
สัดส่วน,1,1.8498072805476686,0.0002561186751493172,0.00013845695053891704
งบ,1,1.8404349236595605,0.0004900403984523603,0.00026626336642099433
ต้น,-1,1.8392174352295345,0.0002988051210075367,0.0005495675882929323
แก,-1,1.8334928331584066,0.00011269221706569956,0.00020662037234269162
หนี้,-1,1.8272390155770206,0.00045930615743444215,0.0008392621309589741
ตัน,1,1.8248807994622744,0.0001826979882731796,0.00010011502577429387
ขา_ขึ้น,-1,1.824747137231662,0.00011439967490002835,0.00020875047927405955
ปลาย,-1,1.8105908916627615,7.854306037912394e-05,0.00018105908916627616
กระทบ,-1,1.8105908916627615,9.561763872241176e-05,0.00018105908916627616
เดือน_ส_ค,-1,1.8105908916627615,1.195220484030147e-05,0.00018105908916627616
แข็ง,1,1.809905304388508,0.00018099053043885082,8.094406339198227e-05
ชาติ,-1,1.8041220518500798,0.00011098475923137079,0.00020023005154858774
อย่าง_ไร_ก็ตาม,1,1.8035620985339766,0.0001997725666164674,0.00011076556043113364
เดียว_กัน,1,1.7946950282363663,0.00043198683208518166,0.00024070208324457887
ผู้_บริโภค,1,1.79283072604522,0.00017928307260452203,6.60333148724066e-05
พูด,-1,1.7925053645061404,0.0003244169885224684,0.0005815191922634516
อุตสาหกรรม,1,1.789248113624977,0.00021343222929109766,0.00011928598815660546
คลัง,1,1.7757561477019324,0.00017757561477019324,6.177310100967069e-05
กันยายน,-1,1.7679887530354024,8.537289171643907e-06,0.00017679887530354024
สวน,-1,1.7679887530354024,9.391018088808297e-05,0.00017679887530354024
bank,-1,1.7679887530354024,7.683560254479515e-05,0.00017679887530354024
ค่า_ธรรมเนียม,1,1.761053900925432,0.0002475813859776733,0.000140587057470285
สูง_สุด,1,1.7489087016087048,0.000327831904191126,0.00018744940996038
คาด_การณ์,1,1.7478966016656439,0.00026807087998961864,0.00015336769905849274
s,-1,1.746687683721723,8.366543388211029e-05,0.0001746687683721723
ด่า,-1,1.746687683721723,9.391018088808297e-05,0.0001746687683721723
คัท,-1,1.7465436884931624,0.00011952204840301468,0.00020875047927405955
ภาพ,-1,1.7431257947779115,0.00012464442190600103,0.00021727090699953137
กิจการ,1,1.726486795177824,0.00028685291616723527,0.00016614834064670046
อย่าง_ต่อเนื่อง,1,1.724532412672069,0.0001724532412672069,7.02935287351425e-05
บริษัท,1,1.7241349119576694,0.0022145728111244295,0.0012844544796148767
สัญญา,-1,1.7199690592515082,0.00028856037400156403,0.0004963149150087335
ปันผล,1,1.7086377775585042,0.00027660816916126254,0.00016188812678396454
ยางพารา,-1,1.7040855450943637,2.561186751493172e-05,0.00017040855450943637
เรียน,1,1.701319349183978,0.0003551512295403865,0.00020875047927405955
พวก,-1,1.700123922686035,0.0007342068687613759,0.0012482426617816214
พิเศษ,1,1.6911449487608563,0.0002953902053388792,0.0001746687683721723
โบรก,1,1.6903832559854932,0.00016903832559854933,9.798491884292592e-05
เติบโต,1,1.6899356203903697,0.0006983502542404715,0.00041324074468538323
อาชีพ,-1,1.6831770240580364,0.00010756984356271323,0.00018105908916627616
สิทธิ์,1,1.676037505708342,0.00019635765094780985,0.0001171558812252375
ktb,1,1.6733086776422057,0.00016733086776422057,8.733438418608614e-05
โบรกเกอร์,1,1.6733086776422057,0.00016733086776422057,5.751288714693478e-05
แบรนด์,1,1.6733086776422057,0.00016733086776422057,5.3252673284198865e-05
บ่าย,-1,1.6697725373506056,0.00011098475923137079,0.00018531930302901205
ผ่อน,-1,1.6650722627908574,0.0004183271694105514,0.0006965449665573212
กล่าว,1,1.6636631516875258,0.0005634610853284979,0.0003386870020875048
e_b_b_e,-1,1.6614834064670045,6.829831337315126e-05,0.00016614834064670046
ขยาย_ตัว,1,1.6599714152736165,0.0004490614104284695,0.00027052358028373025
ค่อนข้าง,1,1.6548813520598495,0.000218554602794084,0.0001320666297448132
ปัน_ผล,1,1.6539453331955623,0.0007786007724539242,0.000470753631832318
ทาง_เลือก,1,1.6522428294959788,0.0001724532412672069,0.00010437523963702977
หนัก,-1,1.6499606273783332,0.00021172477145676888,0.0003493375367443446
นโยบาย,1,1.6481148979334366,0.0003756407235523319,0.00022792144165637116
ห้าง,-1,1.6401823371533248,5.805356636717856e-05,0.0001640182337153325
ได้แก่,1,1.63915952095563,0.000163915952095563,9.585481191155796e-05
advanc,-1,1.6373847079623398,0.000109277301397042,0.0001789289822349082
สนับสนุน,-1,1.6325717017660955,0.00013830408458063127,0.0002257913347250032
ส่ง_ผล,1,1.6308071082529445,0.00030222003667619427,0.00018531930302901205
ห้าม,-1,1.6281339469004055,0.00010074001222539809,0.0001640182337153325
ดอลลาร์,1,1.626068685662379,0.0003636885187120304,0.00022366122779363524
true,1,1.625127492134116,0.00025270375948065963,0.0001554978059898607
อาจารย์,1,1.622084942612342,0.0001622084942612342,8.733438418608614e-05
g,1,1.619525149703979,0.00016903832559854933,0.00010437523963702977
พอร์ต,1,1.6155939556204444,0.00044393903692548314,0.00027478379414646616
ประชุม,1,1.6102599660460677,0.00038759292839263336,0.00024070208324457887
โทร,1,1.6070574901715908,0.0007051800855777866,0.00043880202786179866
มาร์,1,1.605010364269054,0.00016050103642690542,2.34311762450475e-05
กำไร_สุทธิ,1,1.605010364269054,0.00016050103642690542,8.733438418608614e-05
ยืน,-1,1.6039686935141289,0.00011952204840301468,0.00019170962382311592
ราคา_น้ำมัน,-1,1.6039686935141286,0.00010756984356271323,0.00017253866144080433
พัน,-1,1.60130871226452,0.00011439967490002835,0.00018318919609764412
ธอส,-1,1.5975801985259659,6.146848203583612e-05,0.0001597580198525966
ลบ,-1,1.59088841874541,0.00018611290394183715,0.0002960848634601457
ltf,1,1.5879357859257666,0.00015879357859257666,8.094406339198227e-05
โต,1,1.58702705165555,0.0005037000611269905,0.00031738593277382525
จำนวน,1,1.5839502752726098,0.0009852031704077069,0.0006219912239594428
ตก,-1,1.5792447059455101,0.0002953902053388792,0.0004664934179695821
ร่วง_ลง,-1,1.5762791292122864,7.342068687613759e-05,0.00015762791292122866
โรง_งาน,1,1.5708612075824786,0.00015708612075824788,8.094406339198227e-05
ผู้_หญิง,1,1.5708612075824786,0.00015708612075824788,6.177310100967069e-05
หนู,-1,1.5643645282421748,0.00010756984356271323,0.00016827844757806842
คัน,1,1.5609777227077695,0.00018952781961049472,0.00012141609508797342
ผล_ประกอบ_การ,1,1.5602243550809798,0.00018611290394183715,0.00011928598815660546
เจ้า,1,1.5565626380112354,0.00028514545833290645,0.00018318919609764412
ที่ดิน,1,1.55647214544464,0.00034149156686575624,0.00021940101393089933
ชาว_สวน_ยาง,-1,1.554978059898607,0.0,0.0001554978059898607
ต่าง_ชาติ,-1,1.5529164492182508,0.000327831904191126,0.0005090955565969412
แย่,-1,1.551807109985214,0.00014001154241496006,0.00021727090699953137
ชำระ,-1,1.5346614042882096,0.00021513968712542645,0.000330166574362033
เลิก,-1,1.5310610256271229,0.00018782036177616594,0.0002875644357346739
จุด,-1,1.524982146295744,0.0010671611464554882,0.0016274016955651173
หนังสือ,1,1.521846279600328,0.00022367697629707033,0.00014697737826438887
เริ่มต้น,1,1.5202439144730837,0.00018782036177616594,0.00012354620201934137
ย่อ,1,1.5196374725526154,0.00015196374725526154,5.3252673284198865e-05
intuch,1,1.5165086714399802,0.00023904409680602936,0.00015762791292122866
สุรา,-1,1.5123759212712478,2.0489494011945375e-05,0.0001512375921271248
หาย,-1,1.5078855447239101,0.00019635765094780985,0.0002960848634601457
เมือง,-1,1.5074335406637414,0.0002458739281433445,0.0003706386060580241
ยอม,-1,1.5046559584619392,0.00022367697629707033,0.00033655689515613683
แพง,-1,1.5036782978064434,0.0004490614104284695,0.0006752438972436416
การ_ดำเนิน_งาน,1,1.5025628942093274,0.00015025628942093276,5.1122566352830915e-05
ต้องการ,1,1.494354116834587,0.0007034726277434579,0.000470753631832318
อาเซียน,-1,1.4910748519575683,6.829831337315126e-05,0.00014910748519575683
สวน_ยาง,-1,1.4910748519575683,5.122373502986344e-06,0.00014910748519575683
ผล_ประโยชน์,-1,1.4910748519575683,7.683560254479515e-05,0.00014910748519575683
เครียด,-1,1.4910748519575683,9.220272305375418e-05,0.00014910748519575683
เทรด,1,1.4873820763218475,0.00028514545833290645,0.00019170962382311592
ก้อ,1,1.4872747693399324,0.0002629485064866323,0.00017679887530354024
อ่ะ,1,1.4811862644965026,0.00043540174775383924,0.00029395475652877775
แนวทาง,-1,1.4801217699094598,0.00010074001222539809,0.00014910748519575683
ละ,-1,1.4796983798692702,0.0014496317013451352,0.0021450176798875303
set,-1,1.4777622870144476,0.000397837675398606,0.0005879095130575555
ลง_ทุน,1,1.4715227320622173,0.002786571185624571,0.0018936650619861117
เหรอ,-1,1.469959250559029,0.00022026206062841279,0.0003237762535679291
รอด,-1,1.4697737826438886,8.878780738509662e-05,0.00014697737826438887
เหมือน_เดิม,-1,1.4697737826438886,8.537289171643906e-05,0.00014697737826438887
ขนส่ง,-1,1.4697737826438886,6.488339770449368e-05,0.00014697737826438887
ประกัน_ชีวิต,1,1.469569117323981,0.00015025628942093276,0.00010224513270566183
เพิ่ม_ขึ้น,1,1.469569117323981,0.0010705760621241458,0.0007284965705278405
ค้า,1,1.4695691173239809,0.00022538443413139912,0.00015336769905849274
ทยอย,-1,1.4676837718429936,0.0001451339159179464,0.00021301069313679546
กำไร,1,1.4587951501881746,0.0023118979076811696,0.0015847995569377583
เชียร์,1,1.457423918007254,0.00020489494011945375,0.000140587057470285
ดัชนี_ความ_เชื่อมั่น,1,1.4513391591794638,0.0001451339159179464,3.195160397051932e-05
รัสเซีย,-1,1.448472713330209,4.097898802389075e-05,0.00014484727133302092
ค่า_เช่า,-1,1.448472713330209,8.878780738509662e-05,0.00014484727133302092
บริหาร,1,1.445993142179746,0.00031417224151649575,0.00021727090699953137
น่า_สนใจ,1,1.4428496788271814,0.00016903832559854933,0.0001171558812252375
ทอง,1,1.4373215191381883,0.0003551512295403865,0.00024709240403868274
จอง,1,1.4358027939489046,0.00027831562699559136,0.00019383973075448387
บัตร,-1,1.4337823438736623,0.0006061475311867174,0.0008690836279981255
แก้ไข,-1,1.4309916775469187,0.00011610713273435712,0.00016614834064670046
ชำระ_หนี้,-1,1.4271716440165296,5.634610853284978e-05,0.00014271716440165296
สถานการณ์,-1,1.4257499497903365,0.00013147425324331615,0.00018744940996038
แข็งแกร่ง,1,1.4250367198293148,0.0001912352774448235,0.00013419673667618116
ห้อง,1,1.4238648146320871,0.00023050680763438548,0.00016188812678396454
ปั่น,1,1.4232190709519816,0.00014854883158660397,0.00010437523963702977
อิอิ,1,1.4231005286338947,0.0004183271694105514,0.00029395475652877775
เที่ยว,-1,1.4196044758688264,0.00014854883158660397,0.0002108805862054275
ปรับ_ลด,1,1.4190188282759815,0.00022367697629707033,0.00015762791292122866
บัญชี,1,1.4188021841800618,0.0009066601100285828,0.0006390320794103864
ขาย_หมู,1,1.4171900024928883,0.00014171900024928885,2.9821497039151365e-05
เธอ,1,1.4171900024928883,0.00014171900024928885,8.520427725471819e-05
กนง,1,1.4171900024928883,0.00014171900024928885,1.0650534656839773e-05
ประโยชน์,-1,1.4166879797704828,0.00020148002445079618,0.0002854343288033059
ทุน,1,1.4137511122450501,0.0008793407846793223,0.0006219912239594428
สุดท้าย,-1,1.4130200395243513,0.00033466173552844115,0.0004728837387636859
หนี,-1,1.4126456303988812,0.00011610713273435712,0.0001640182337153325
ดัง_กล่าว,1,1.4101925873310928,0.0003244169885224684,0.00023005154858773912
ก่อนหน้า,1,1.4081866234799818,0.00022196951846274157,0.00015762791292122866
เร่ง,-1,1.4079280754179575,0.00011952204840301468,0.00016827844757806842
ทุบ,-1,1.4067905089686568,0.00016050103642690542,0.0002257913347250032
ณ,-1,1.4059478671543597,0.00021513968712542645,0.0003024751842542496
ตน_เอง,-1,1.40587057470285,6.829831337315126e-05,0.000140587057470285
ถนน,-1,1.40587057470285,3.585661452090441e-05,0.000140587057470285
โกง,-1,1.40587057470285,7.342068687613759e-05,0.000140587057470285
ฯ,1,1.4057615030032655,0.0004012525910672636,0.0002854343288033059
เนื่อง_จาก,1,1.3978346642168094,0.0006044400733523885,0.0004324117070676948
ประกัน,1,1.3957915632656535,0.0005976102420150734,0.0004281514932049589
ใส่,-1,1.3955433830574906,0.00020148002445079618,0.00028117411494057
ขนาด,-1,1.3942995832508438,0.0003483213982030714,0.00048566438035189366
เล็ก,1,1.3940576607025907,0.000273193253492605,0.00019596983768585183
ขณะ,1,1.392082745683262,0.000889585531685295,0.0006390320794103864
แทบ,-1,1.391477114458838,0.00013318171107764494,0.00018531930302901205
ขอบคุณ,1,1.3904136762007542,0.0011047252188107215,0.0007945298854002471
สวย,1,1.3884565361729821,0.00016562340992989179,0.00011928598815660546
จ่าย,-1,1.3863487341208012,0.0011661937008465577,0.0016167511609082776
กังวล,-1,1.3861457845183829,0.00012293696407167224,0.00017040855450943637
ไหว,-1,1.3848740911380908,0.00018611290394183715,0.0002577429386955225
u_e_u_e,-1,1.3845695053891705,0.0,0.00013845695053891704
เเล้ว,-1,1.3845695053891705,8.878780738509662e-05,0.00013845695053891704
ทั่ว_โลก,-1,1.383979931730073,0.000109277301397042,0.0001512375921271248
ipo,1,1.3830408458063126,0.00013830408458063127,5.964299407830273e-05
ครอบครัว,1,1.3830408458063126,0.00013830408458063127,7.668384952924637e-05
หยุด,-1,1.3811952638593887,0.00023904409680602936,0.000330166574362033
คุย,-1,1.3802472918183046,0.00016050103642690542,0.0002215311208622673
ลง,-1,1.3800447907484956,0.002909508149696243,0.004015251565628594
ซัก,-1,1.3745945696473962,0.00018440544610750836,0.0002534827248327866
มัน,-1,1.3740833522811515,0.0034336977048351792,0.004718186852980019
แนวโน้ม,1,1.3719403997395208,0.0004558912417657846,0.0003322966812934009
ระยะ_เวลา,1,1.3704486196745629,0.00018099053043885082,0.0001320666297448132
เพิ่ง,1,1.3702739066939822,0.00043198683208518166,0.0003152558258424573
ข้อมูล,1,1.3684922940630613,0.0008861706160166375,0.0006475525071358582
ยึด,-1,1.368260032460081,0.00010586238572838444,0.00014484727133302092
ฟัง,-1,1.3667805125287877,0.00023221426546871424,0.00031738593277382525
มูลค่า,1,1.3636689037695922,0.0009527614715554599,0.0006986750734886891
ผู้_บริหาร,1,1.3635177377232814,0.00028173054266424893,0.00020662037234269162
put,-1,1.3632684360754908,1.0244747005972687e-05,0.0001363268436075491
ชาว_นา,-1,1.3632684360754908,1.7074578343287814e-05,0.0001363268436075491
short,-1,1.3632684360754908,3.585661452090441e-05,0.0001363268436075491
โทษ,-1,1.3632684360754908,4.951627719553466e-05,0.0001363268436075491
เรียกร้อง,-1,1.3632684360754908,3.585661452090441e-05,0.0001363268436075491
นั่ง,-1,1.3616843883209995,0.00026124104865230354,0.0003557278575384484
นำ,1,1.3616636926253671,0.0009049526521942541,0.0006645933625868018
เน้น,1,1.3587812016055434,0.0002373366389717006,0.0001746687683721723
สิ,-1,1.3573767210661145,0.0002714857956582762,0.00036850849912665616
เลือก,1,1.3565253390682903,0.000976665881236063,0.0007199761428023687
ความ_เสี่ยง,1,1.3546133935586802,0.0003722258078836743,0.00027478379414646616
จบ,-1,1.3543018948740415,0.00037905563922098945,0.000513355770459677
ถือ,1,1.3520679721272115,0.0016733086776422057,0.0012375921271247817
หมื่น,-1,1.3501761787175892,0.00026977833782394745,0.00036424828526392025
อังกฤษ,1,1.3488916891197371,0.00013488916891197373,7.02935287351425e-05
ตำแหน่ง,1,1.3488916891197371,0.00013488916891197373,4.473224555872705e-05
มือ_ใหม่,1,1.3488916891197371,0.00013488916891197373,4.0472031695991136e-05
เดือน_พ_ค,1,1.3488916891197371,0.00013488916891197373,1.9170962382311593e-05
เยน,1,1.3488916891197371,0.00013488916891197373,7.242363566651046e-05
ธรรมดา,-1,1.3481385613944916,0.00010586238572838444,0.00014271716440165296
โลก,-1,1.3457165324699303,0.0003688108922150167,0.0004963149150087335
หรอก,-1,1.3438656621334593,0.00044223157909115433,0.0005942998338516593
พิจารณา,1,1.3426517844641828,0.00034319902470008505,0.0002556128317641546
เหนือ,-1,1.3419673667618115,9.903255439106932e-05,0.00013419673667618116
แก้,-1,1.3419673667618115,7.512814471046638e-05,0.00013419673667618116
จ่าย_ปันผล,-1,1.3419673667618115,6.829831337315126e-05,0.00013419673667618116
นอก_จาก,1,1.3419095778392713,0.00038588547055830454,0.0002875644357346739
หลอก,-1,1.3388139772421452,0.00014001154241496006,0.00018744940996038
กด,-1,1.332590151934718,0.0003005125788418655,0.0004004601030971755
เยอรมนี,1,1.3318171107764494,0.00013318171107764494,7.242363566651046e-05
ดอลลาร์_สหรัฐ,1,1.3318171107764494,0.00013318171107764494,3.408171090188727e-05
แข็ง_ค่า,1,1.3318171107764494,0.00013318171107764494,2.1301069313679547e-05
เคลื่อนไหว,1,1.3316623379856602,0.00017586815693586448,0.0001320666297448132
ทั่วไป,1,1.3312005965369829,0.00015879357859257666,0.00011928598815660546
scb,-1,1.329786010862141,0.0001553786629239191,0.00020662037234269162
สินเชื่อ,1,1.3286515307312705,0.00020660239795378254,0.0001554978059898607
อย่า,-1,1.3283298593091963,0.0006590787240509095,0.0008754739487922293
ใช่,-1,1.3265826884311573,0.0008622662063360345,0.0011438674221445917
สงสัย,-1,1.3259922882090944,0.0002714857956582762,0.00035998807140118433
ตัด,-1,1.3255019064457036,0.000218554602794084,0.00028969454266604183
ธปท,1,1.3243547776674611,0.00019465019311348106,0.00014697737826438887
พุ่ง,1,1.3239050816478797,0.000437109205588168,0.000330166574362033
บริการ,1,1.3235442790275178,0.0006061475311867174,0.00045797299024411025
ผู้_ถือ_หุ้น,1,1.3233684161150772,0.0002988051210075367,0.0002257913347250032
เลข,1,1.321909062473246,0.00016050103642690542,0.00012141609508797342
หลักฐาน,-1,1.3209153946586942,0.00011610713273435712,0.00015336769905849274
ฝรั่ง,-1,1.320666297448132,8.708034955076785e-05,0.0001320666297448132
us,-1,1.320666297448132,7.000577120748003e-05,0.0001320666297448132
e_u_e_u,-1,1.320666297448132,0.0,0.0001320666297448132
เฉย_ๆ,-1,1.3198518556935908,0.00011781459056868591,0.0001554978059898607
ประสบการณ์,1,1.3187335774226925,0.0001741606991015357,0.0001320666297448132
ผล,1,1.3170176320848161,0.001225954725048065,0.0009308567290077962
ช่วง,1,1.3142840689172557,0.001724532412672069,0.00131214586972266
ระดับ,1,1.3138531843624994,0.0008451916279927467,0.0006432922932731223
ซึ่ง,1,1.312166042136717,0.0021018805940587297,0.001601840412388702
อีก_ที,1,1.3116815262065284,0.00018440544610750836,0.000140587057470285
ครบ,1,1.3116815262065284,0.0003688108922150167,0.00028117411494057
วาง,1,1.3102801570545983,0.0001451339159179464,0.00011076556043113364
ดอก,-1,1.3099077663698717,0.00023904409680602936,0.00031312571891108933
รายการ,1,1.305435423700783,0.0003893003862269621,0.00029821497039151366
ชั้น,-1,1.3042371699786601,0.00011269221706569956,0.00014697737826438887
ล้าน_บาท,1,1.3040430360702222,0.0013249872794391343,0.0010160610062625143
เท่า_ไหร่,-1,1.301771693286829,0.0003927153018956197,0.0005112256635283091
สู่,1,1.3006821004102473,0.00014684137375227518,0.0001128956673625016
สูง,1,1.3001469793694134,0.0014871957737003685,0.0011438674221445917
มือ,-1,1.2999484836323658,0.00020318748228512497,0.0002641332594896264
of,-1,1.2993652281344523,2.390440968060294e-05,0.00012993652281344524
ออนไลน์,-1,1.2993652281344523,8.025051821345271e-05,0.00012993652281344524
ย้ำ,-1,1.2993652281344523,9.903255439106932e-05,0.00012993652281344524
จ้าง,-1,1.2993652281344523,5.293119286419222e-05,0.00012993652281344524
ถูกต้อง,-1,1.2993652281344523,9.220272305375418e-05,0.00012993652281344524
พัน_ล้าน,-1,1.2993652281344523,9.220272305375418e-05,0.00012993652281344524
สื่อ,1,1.2976679540898737,0.00012976679540898736,7.242363566651046e-05
สถานะ,1,1.2976679540898737,0.00012976679540898736,8.520427725471819e-05
เหรียญ,1,1.2976679540898737,0.00012976679540898736,8.520427725471819e-05
เด็ก,-1,1.296136317991215,0.00013147425324331615,0.00017040855450943637
ทองคำ,1,1.294865096383368,0.00021513968712542645,0.00016614834064670046
ระหว่าง,1,1.2945107271725351,0.00047979565144638754,0.0003706386060580241
เขา,-1,1.2937360655504906,0.0015674462919138211,0.0020278617986622927
ยิ่ง,-1,1.2928959771962372,0.00046955090444041487,0.0006070804754398671
เสียง,-1,1.2926226954424438,0.00014171900024928885,0.00018318919609764412
ตัว_เอง,-1,1.2924872855644378,0.0005685834588314842,0.0007348868913219443
น้อง,1,1.2886210211747682,0.0002168471449597552,0.00016827844757806842
อนุมัติ,-1,1.2884338685605299,0.0002083098557881113,0.0002683934733523623
รถ,-1,1.2874978808604383,0.0007461590736016774,0.0009606782260469475
ทน,-1,1.2847709435610681,0.00011439967490002835,0.00014697737826438887
เอา,-1,1.2809472205147556,0.0024860586067827054,0.0031845098623950923
สมาชิก,1,1.280593375746586,0.0001280593375746586,8.733438418608614e-05
กล้า,-1,1.278719486218208,0.00020489494011945375,0.0002620031525582584
